track,model,population,n_units,n_test,prevalence,roc_auc,roc_auc_sd_units,ap,brier,ece,precision,recall_sensitivity,specificity,f1,threshold_rule,grid
bridge12_B1,MaxEnt_cdr7_f2,forest,1,5110.0,0.7158512720156556,0.908658915061445,,0.9586354458678116,0.2122173562857457,0.2331843264948576,0.909652076318743,0.88627665390924,0.778236914600551,0.8978122403766271,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f0,all,1,7196.0,0.4031406336853808,0.963514608386414,,0.9493192883011936,0.0644147918032032,0.039916873772277,0.9281788200806156,0.8731471906239228,0.9543655413271246,0.8998223801065719,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f0,forest,1,4310.0,0.671461716937355,0.9345876574951488,,0.9602704208776672,0.1010488397200744,0.0820169932787642,0.9351410773176988,0.8818244644091223,0.875,0.9077005157389294,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f1,all,1,7857.0,0.3305332824233168,0.9447749377389236,,0.8798958450697699,0.0895866580133465,0.072036140574483,0.8563334682314853,0.8147862918752407,0.932509505703422,0.835043409629045,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f1,forest,1,4921.0,0.5267222109327373,0.9047376013124904,,0.8916719660878801,0.1387927871712763,0.1186011922385344,0.8027187173231091,0.8885030864197531,0.7569772434521254,0.8434352682658853,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f2,all,1,7489.0,0.4891173721458138,0.9433437024916376,,0.9361436654338317,0.0912737845405534,0.0673172840363406,0.8731681321609379,0.8946218946218947,0.8755880815473079,0.883764832793959,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,MaxEnt_v2agg_f2,forest,1,5110.0,0.7158512720156556,0.907195651780994,,0.9515538870437876,0.1182204311539755,0.0969980578929921,0.8646310432569975,0.928922908693275,0.6336088154269972,0.8956246705324196,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f0,all,1,7196.0,0.4031406336853808,0.9820033957220002,,0.9720482711441828,0.0503899579210838,0.020813374200944,0.8802433557476785,0.947604274388142,0.9129220023282888,0.9126826029216468,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f0,forest,1,4310.0,0.671461716937355,0.9495226096072528,,0.9732534861018594,0.0814922237829383,0.0223919150646102,0.881372234690606,0.9498963372494816,0.7387005649717514,0.9143522368202228,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f1,all,1,7857.0,0.3305332824233168,0.9659388721411514,,0.9299509420602796,0.0711881373865322,0.0404490216370899,0.8214285714285714,0.9033500192529842,0.903041825095057,0.8604437924078489,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f1,forest,1,4921.0,0.5267222109327373,0.9266434456318348,,0.9311987689905284,0.1122096569532448,0.0580030534665963,0.8214285714285714,0.9050925925925926,0.781021897810219,0.8612334801762114,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f2,all,1,7489.0,0.4891173721458138,0.9727766782131656,,0.9707121808985965,0.0643396020717882,0.0140501412515784,0.9049564270152506,0.9071799071799072,0.9087820177731312,0.9060668029993184,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_cdr7_f2,forest,1,5110.0,0.7158512720156556,0.932517147969581,,0.9716707471809888,0.0923691299413283,0.0139617689256326,0.9049564270152506,0.9084199015855658,0.759641873278237,0.9066848567530696,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f0,all,1,7196.0,0.4031406336853808,0.983678222635284,,0.9785001655182218,0.0487734833239487,0.0380797587453145,0.8968018463567425,0.9376077214753532,0.9271245634458672,0.9167509268621502,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f0,forest,1,4310.0,0.671461716937355,0.9582551226187828,,0.9802611919885368,0.0779004851834948,0.0372899820911242,0.8968018463567425,0.939875604699378,0.778954802259887,0.9178336426522692,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f1,all,1,7857.0,0.3305332824233168,0.9698541458336688,,0.9404503798426772,0.0656559377234745,0.0325431420206622,0.8624237804878049,0.8713900654601463,0.9313688212927757,0.8668837387473664,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f1,forest,1,4921.0,0.5267222109327373,0.9353716260091492,,0.9416292943115206,0.1031327565834154,0.03771118991745,0.8624237804878049,0.873070987654321,0.8449978531558608,0.8677147239263804,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f2,all,1,7489.0,0.4891173721458138,0.9740054291805468,,0.972873418675134,0.0627702608082744,0.0318708495176741,0.8884286823712141,0.9369369369369368,0.8873497124934657,0.9120382673398884,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B1,RF_v2agg_f2,forest,1,5110.0,0.7158512720156556,0.937570226094134,,0.974115832123608,0.0896279040130265,0.0319689095144902,0.8884286823712141,0.9382176052487698,0.703168044077135,0.9126445951336258,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r0,all,1,4471.0,0.1847461418027287,0.8500466658031003,,0.6840775859592825,0.1179950130093071,0.143974777494914,0.6013143483023001,0.6646489104116223,0.9001371742112483,0.6313973548016102,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r0,forest,1,2246.0,0.3668744434550312,0.7977807136127156,,0.7376216298245742,0.1692000830014034,0.0620964774710581,0.6190975865687304,0.7160194174757282,0.7447257383966245,0.6640405177265054,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r1,all,1,4999.0,0.5021004200840168,0.9354962632395288,,0.9511405396356856,0.1221751129359721,0.1421325859894985,0.893491124260355,0.8422310756972111,0.898754519887505,0.867104183757178,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r1,forest,1,3287.0,0.7627015515667782,0.9274477616519898,,0.97809869688827,0.1328636614640335,0.1471868152938418,0.9517641804376954,0.8500199441563622,0.8615384615384616,0.8980193847450484,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r2,all,1,2613.0,0.4557979334098737,0.8635960514926175,,0.7835395600486778,0.1566751277929074,0.1047584943807838,0.8122192273135669,0.7590260285474392,0.8530239099859352,0.7847222222222223,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r2,forest,1,1866.0,0.635048231511254,0.7646362695713056,,0.795594078283131,0.2030391433450194,0.1524418225733509,0.7919407894736842,0.8126582278481013,0.6284875183553598,0.8021657642648895,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r3,all,1,2401.0,0.6663890045814244,0.8063619694132335,,0.840979898562447,0.163013932651003,0.1657127011007257,0.7460844803037494,0.9825,0.3320848938826466,0.8481251685999461,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r3,forest,1,2163.0,0.7397133610725843,0.7315658303730018,,0.8423922011194955,0.1675505125343427,0.1564787883553703,0.7778327560613557,0.9825,0.2024866785079929,0.8682684341342171,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r4,all,1,3912.0,0.2615030674846625,0.9017701890779974,,0.8770878332810317,0.0727706433777681,0.0915607443953275,0.8917470525187567,0.8132942326490714,0.9650398061613016,0.850715746421268,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r4,forest,1,2011.0,0.5082048731974143,0.9186739061179826,,0.9326071449960198,0.1055941441718847,0.0925876533054086,0.9229122055674518,0.8434442270058709,0.9271991911021232,0.8813905930470348,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r5,all,1,4146.0,0.485045827303425,0.8736788413142237,,0.8974034142567534,0.1435099230347583,0.0629760260931052,0.8950418544752092,0.6911984087518648,0.9236533957845432,0.7800224466891134,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_cdr7_r5,forest,1,2768.0,0.7247109826589595,0.8702854690521612,,0.9499825835694766,0.1822201067447716,0.2000778007258478,0.9113849765258216,0.7741774675972084,0.8018372703412073,0.8371967654986524,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r0,all,1,4471.0,0.1847461418027287,0.8923682313826695,,0.7061385683087578,0.0998843764633131,0.0741541495405297,0.6081871345029239,0.7554479418886199,0.8897119341563786,0.6738660907127431,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r0,forest,1,2246.0,0.3668744434550312,0.833838143323365,,0.7523634030483156,0.1648043666359173,0.0792568471116055,0.6684266103484688,0.7682038834951457,0.7791842475386779,0.7148503670242801,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r1,all,1,4999.0,0.5021004200840168,0.9640611519370488,,0.970763155683068,0.0728643861894345,0.0393783602147715,0.914262494920764,0.896414342629482,0.9152269987946968,0.9052504526252264,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r1,forest,1,3287.0,0.7627015515667782,0.930438106634756,,0.9793574757248767,0.094300502409095,0.0426876486781893,0.9324212271973464,0.8970881531711209,0.791025641025641,0.9144134986785932,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r2,all,1,2613.0,0.4557979334098737,0.8880826191749893,,0.8739463301518885,0.1389063379249185,0.0814050294885405,0.7928571428571428,0.8387909319899244,0.8164556962025317,0.8151774785801713,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r2,forest,1,1866.0,0.635048231511254,0.8247743142685428,,0.8882765762342297,0.1771779301435961,0.111504449367563,0.8056451612903226,0.8430379746835444,0.6461086637298091,0.8239175257731959,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r3,all,1,2401.0,0.6663890045814244,0.822100109238452,,0.864627772676579,0.15045828871377,0.1333594288209496,0.8709280885064536,0.885625,0.7378277153558053,0.8782150604276419,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r3,forest,1,2163.0,0.7397133610725843,0.7604745781527531,,0.8675443105969318,0.1648318605187543,0.1609161334617478,0.8721712538226299,0.89125,0.6287744227353463,0.8816074188562596,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r4,all,1,3912.0,0.2615030674846625,0.90384906242609,,0.8015398464817756,0.0926037098786023,0.0352651483778874,0.7773319959879639,0.7575757575757576,0.9231568016614744,0.7673267326732673,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r4,forest,1,2011.0,0.5082048731974143,0.8879558707425517,,0.8691381077020199,0.143342610774162,0.127537078867548,0.8830874006810443,0.761252446183953,0.8958543983822043,0.8176563321071992,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r5,all,1,4146.0,0.485045827303425,0.9434696988576878,,0.9549930652030664,0.0946476917674122,0.0769717996439153,0.6734765762592462,0.9507707608155148,0.565807962529274,0.7884536082474226,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,LogReg_v2agg_r5,forest,1,2768.0,0.7247109826589595,0.9116947059085212,,0.9684019364192338,0.1071872203632564,0.0217291569119657,0.80083857442348,0.9521435692921236,0.3766404199475066,0.8699612844454565,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r0,all,1,4471.0,0.1847461418027287,0.938675488330228,,0.7922730145775982,0.0821800129006838,0.0727375103259819,0.6939834024896265,0.8099273607748184,0.9190672153635115,0.7474860335195531,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r0,forest,1,2246.0,0.3668744434550312,0.8771677385877952,,0.8019105673163108,0.1627256663668729,0.145715794995848,0.6939834024896265,0.8118932038834952,0.7925457102672293,0.7483221476510068,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r1,all,1,4999.0,0.5021004200840168,0.9635585420471589,,0.971377603953154,0.1010127500996606,0.1076606815775592,0.9520753102267864,0.8864541832669323,0.9550020088388912,0.9180936661852692,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r1,forest,1,3287.0,0.7627015515667782,0.9367821382181176,,0.9800657763670296,0.1526245297583688,0.1680584728256222,0.953299057412168,0.8875149581172717,0.8602564102564103,0.9192315637265028,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r2,all,1,2613.0,0.4557979334098737,0.8973799629428874,,0.8589987870748041,0.2029953575099432,0.2055547001833205,0.8308631211857018,0.8001679261125105,0.8635724331926864,0.8152266894781864,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r2,forest,1,1866.0,0.635048231511254,0.8189774283289033,,0.8672568650690895,0.2809388299775557,0.2860212048220066,0.8304647160068847,0.8143459915611815,0.71071953010279,0.8223263740945889,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r3,all,1,2401.0,0.6663890045814244,0.6522534332084894,,0.7672318122117211,0.386800083136057,0.396681146239152,0.815422477440525,0.62125,0.7191011235955056,0.7052146151117415,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r3,forest,1,2163.0,0.7397133610725843,0.6006538632326821,,0.7880987532613832,0.4291348591939639,0.4419071806837373,0.8112480739599384,0.658125,0.5648312611012434,0.7267080745341615,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r4,all,1,3912.0,0.2615030674846625,0.670151587898548,,0.5181750757383822,0.2259482840358727,0.2290222347825588,0.8303030303030303,0.2678396871945259,0.9806161301488404,0.4050258684405026,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r4,forest,1,2011.0,0.5082048731974143,0.7942529270112133,,0.7852254385817857,0.4386721021894286,0.4529980819128087,0.9072847682119204,0.2681017612524461,0.9716885743174924,0.4138972809667673,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r5,all,1,4146.0,0.485045827303425,0.9506651356648504,,0.956321873535041,0.1110844310517706,0.1144452921799828,0.926595744680851,0.8662357036300348,0.9353629976580796,0.8953996401953225,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_cdr7_r5,forest,1,2768.0,0.7247109826589595,0.914897368262666,,0.9667326742277976,0.1644335465035297,0.1767853372051283,0.8488848429676832,0.9297108673978066,0.5643044619422573,0.8874613371401381,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_v2agg_r0,all,1,4471.0,0.1847461418027287,0.8919427588291367,,0.6378187204171175,0.1295340566231801,0.1177787046160506,0.5595041322314049,0.8196125907990315,0.8537722908093278,0.6650294695481336,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_v2agg_r0,forest,1,2246.0,0.3668744434550312,0.812200869143692,,0.676556911085001,0.2232105785198572,0.1978475337581183,0.5323636363636364,0.8883495145631068,0.5478199718706048,0.6657571623465212,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_v2agg_r1,all,1,4999.0,0.5021004200840168,0.9544890746375686,,0.9588947999271532,0.0774698827987202,0.0441058145142731,0.8787995382839554,0.9099601593625498,0.8734431498593813,0.8941084360931689,max-F1 on validation,12 km (CDR-PINO cells)
bridge12_B2,MaxEnt_v2agg_r1,forest,1,3287.0,0.7627015515667782,0.9196779785830445,,0.9709348148217144,0.1060971471286095,0.0812610282384336,0.903846153846154,0.9186278420422817,0.6858974358974359,0.9111770524233432,max-F1 on validation,12 km (CDR-PINO cells)
