EXPERIMENT_ID,DATE,PURPOSE,REFERENCE_BASELINE,DATASET,FEATURE_VERSION,CODE_COMMIT,MODEL,ARCHITECTURE,HYPERPARAMETERS,SEED,TRAIN_SPLIT,VALIDATION_SPLIT,TEST_SPLIT,METRICS,RUNTIME,CHECKPOINT,OUTPUT,STATUS,NOTES
CL0000,2026-09-24T18:25:11,repro,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,80/20 stratified rs42,,80/20 stratified rs42,"{""all"": {""roc_auc"": 0.9704471015873686, ""ap"": 0.7011235367097762, ""prevalence"": 0.06490611654381989, ""n"": 832202}}",252.81775426864624,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/repro__RF_v1_histlabel_80_20*.npz,complete,
CL0001,2026-09-24T18:57:29,repro,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,80/20 stratified rs42,,80/20 stratified rs42,"{""all"": {""roc_auc"": 0.959807125778993, ""ap"": 0.6275323865193543, ""prevalence"": 0.06490611654381989, ""n"": 832202}}",1894.537757396698,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/repro__MaxEnt_v1_histlabel_80_20_150k*.npz,complete,
CL0002,2026-09-24T19:01:12,trackA,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9749735084314194, ""ap"": 0.720031563442909, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8970765520860362, ""ap"": 0.7212450297922128, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",162.5016486644745,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2*.npz,complete,
CL0003,2026-09-24T19:07:28,trackA,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9753953830039062, ""ap"": 0.7239802067269053, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.898123693372619, ""ap"": 0.724803305315416, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",155.32460522651672,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v1_corrlabel*.npz,complete,
CL0004,2026-09-24T19:10:53,trackA,,FEATURE_TABLE_v2.parquet,v1_minus_labelderived,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9754539976096536, ""ap"": 0.7245985631747756, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8983539237806873, ""ap"": 0.7254320671493236, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",155.29963088035583,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v1_corrlabel_minus_labelderived*.npz,complete,
CL0005,2026-09-24T19:14:32,trackA,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9699103043246369, ""ap"": 0.6947292356347157, ""prevalence"": 0.06459982166762403, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8867193691239562, ""ap"": 0.7015894967050997, ""prevalence"": 0.2210634725926174, ""n"": 238859}}",162.98003506660461,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v1_histlabel*.npz,complete,
CL0006,2026-09-24T19:17:03,trackA,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9703848581014018, ""ap"": 0.6919155685194487, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8847624426846665, ""ap"": 0.698030761632246, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",103.03944993019104,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_biswas15*.npz,complete,
CL0007,2026-09-24T19:20:20,trackA,,FEATURE_TABLE_v2.parquet,cdr7_static_1km,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9576357866450098, ""ap"": 0.5467049099610621, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8261018881754104, ""ap"": 0.5478792336952402, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",82.38807582855225,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_cdr7static*.npz,complete,
CL0008,2026-09-24T19:23:39,trackA,,FEATURE_TABLE_v2.parquet,v2_minus_landcover,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9717121959628932, ""ap"": 0.6982573948609476, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8893257222500615, ""ap"": 0.7042238435631463, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",149.159601688385,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_minus_landcover*.npz,complete,
CL0009,2026-09-24T19:26:39,trackA,,FEATURE_TABLE_v2.parquet,v2_minus_trends,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9736256653329022, ""ap"": 0.7073457780254773, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8914622803941674, ""ap"": 0.7085677435966471, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",131.53217673301697,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_minus_trends*.npz,complete,
CL0010,2026-09-24T19:29:58,trackA,,FEATURE_TABLE_v2.parquet,v2_minus_terrain,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.975076414408966, ""ap"": 0.7223579169332457, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8976858307471092, ""ap"": 0.723583636144501, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",151.37946391105652,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_minus_terrain*.npz,complete,
CL0011,2026-09-24T19:33:23,trackA,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9747192936117234, ""ap"": 0.7131135608238375, ""prevalence"": 0.06285855743047561, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8966032319639378, ""ap"": 0.714327842647306, ""prevalence"": 0.21816217936104565, ""n"": 238859}}",157.20149540901184,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_label_conf30*.npz,complete,
CL0012,2026-09-24T19:36:50,trackA,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.975039999892929, ""ap"": 0.7204721275034106, ""prevalence"": 0.06447364309971472, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8973138267973337, ""ap"": 0.7216644687575585, ""prevalence"": 0.2237763701598014, ""n"": 238859}}",159.3782229423523,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_label_type0*.npz,complete,
CL0013,2026-09-24T19:40:15,trackA,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9747002245749032, ""ap"": 0.7128014040249465, ""prevalence"": 0.06282370811171971, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8965277297872495, ""ap"": 0.7140177329011774, ""prevalence"": 0.2180407688217735, ""n"": 238859}}",156.30310654640198,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_label_conf30_type0*.npz,complete,
CL0014,2026-09-24T20:10:08,trackA,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.967017946040157, ""ap"": 0.6625503491169731, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8657422142808162, ""ap"": 0.6642872168342202, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1680.9342260360718,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__MaxEnt_v2*.npz,complete,
CL0015,2026-09-24T21:27:43,trackA,Biswas-15,FEATURE_TABLE_v2.parquet,biswas15,fb0d8aa,MX_BISWAS,,"{""feature_types"": [""linear"", ""quadratic"", ""hinge"", ""product""], ""beta_multiplier"": 1.0}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9450862820991363, ""ap"": 0.5628989688196737, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8177907858472835, ""ap"": 0.5767986518639848, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1315.0233807563782,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__MaxEnt_biswas15_LQHP*.npz,complete,
CL0016,2026-09-24T22:05:28,trackA,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,MX_HIST,,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9673708778498573, ""ap"": 0.6609482887756707, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8657837422877185, ""ap"": 0.6621170077057018, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",1875.6835062503815,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__MaxEnt_v1_corrlabel*.npz,complete,
CL0017,2026-09-24T22:08:31,trackA,,FEATURE_TABLE_v2.parquet,v2_57_lst005,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9750441017471871, ""ap"": 0.7210777034340355, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8972891665003189, ""ap"": 0.722286013268027, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",143.99174857139587,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_lst005*.npz,complete,
CL0018,2026-09-24T22:11:36,trackA,,FEATURE_TABLE_v2.parquet,v2_57_slopezt,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.974977601402717, ""ap"": 0.7207281816208368, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8971050288644659, ""ap"": 0.7219572058641195, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",146.2971169948578,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_slopezt*.npz,complete,
CL0019,2026-09-24T22:14:37,trackA,,FEATURE_TABLE_v2.parquet,v2_57_slope025,fb0d8aa,RF,,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_leaf"": 3, ""class_weight"": ""balanced"", ""max_features"": ""sqrt"", ""random_state"": 42}",42,v2 random 65/15/20 stratified rs42,v2 random 15%,v2 random 65/15/20 stratified rs42,"{""all"": {""roc_auc"": 0.9750530263126306, ""ap"": 0.720924570368143, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8975567811117945, ""ap"": 0.7221508739494645, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",142.14075541496277,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/trackA__RF_v2_slope025*.npz,complete,
CL0020,2026-09-24T22:14:52,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9799910224475159, ""ap"": 0.9723920660422001, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.9501523028292274, ""ap"": 0.9728435294339917, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__RF_cdr7*.npz,complete,
CL0021,2026-09-24T22:14:52,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9237086741814798, ""ap"": 0.8781081929483622, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.8739515138848977, ""ap"": 0.8977887103201172, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__LogReg_cdr7*.npz,complete,
CL0022,2026-09-24T22:14:52,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9584520647966864, ""ap"": 0.9515641540796785, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.9269761488022153, ""ap"": 0.9602644869867993, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__MaxEnt_cdr7*.npz,complete,
CL0023,2026-09-24T22:15:26,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9808430418516294, ""ap"": 0.9754460405771505, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.9549026881579978, ""ap"": 0.9763525238966365, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__RF_v2agg*.npz,complete,
CL0024,2026-09-24T22:15:26,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9560808682419988, ""ap"": 0.9470943992458929, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.9190140808276077, ""ap"": 0.9552050151257827, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__LogReg_v2agg*.npz,complete,
CL0025,2026-09-24T22:15:27,bridge12_A,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9661544655953374, ""ap"": 0.9539171468103395, ""prevalence"": 0.42058562555456963, ""n"": 4508}, ""forest"": {""roc_auc"": 0.9385297421562738, ""ap"": 0.9608445389344437, ""prevalence"": 0.6523235800344234, ""n"": 2905}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_A__MaxEnt_v2agg*.npz,complete,
CL0026,2026-09-24T22:15:38,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9820033957220002, ""ap"": 0.9720482711441827, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.9495226096072529, ""ap"": 0.9732534861018594, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_cdr7_f0*.npz,complete,
CL0027,2026-09-24T22:15:39,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9171530510734727, ""ap"": 0.8889436869505153, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.8826748991679648, ""ap"": 0.922833453927824, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_cdr7_f0*.npz,complete,
CL0028,2026-09-24T22:15:39,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9596983738496501, ""ap"": 0.9487315999636167, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.9297599455721755, ""ap"": 0.9618231672707374, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_cdr7_f0*.npz,complete,
CL0029,2026-09-24T22:16:05,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.983678222635284, ""ap"": 0.9785001655182218, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.9582551226187828, ""ap"": 0.9802611919885369, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_v2agg_f0*.npz,complete,
CL0030,2026-09-24T22:16:06,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9557463425361332, ""ap"": 0.9455704224485227, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.9193157038329838, ""ap"": 0.9592609235909131, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_v2agg_f0*.npz,complete,
CL0031,2026-09-24T22:16:06,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9635146083864141, ""ap"": 0.9493192883011935, ""prevalence"": 0.4031406336853808, ""n"": 7196}, ""forest"": {""roc_auc"": 0.9345876574951488, ""ap"": 0.9602704208776671, ""prevalence"": 0.671461716937355, ""n"": 4310}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_v2agg_f0*.npz,complete,
CL0032,2026-09-24T22:16:16,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9659388721411514, ""ap"": 0.9299509420602795, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.9266434456318348, ""ap"": 0.9311987689905283, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_cdr7_f1*.npz,complete,
CL0033,2026-09-24T22:16:16,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9250416903973727, ""ap"": 0.86034574342932, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.8866799254170444, ""ap"": 0.8799418919811449, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_cdr7_f1*.npz,complete,
CL0034,2026-09-24T22:16:17,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9443936847283572, ""ap"": 0.9026595899658615, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.9119897435183859, ""ap"": 0.9149605703486274, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_cdr7_f1*.npz,complete,
CL0035,2026-09-24T22:16:39,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9698541458336689, ""ap"": 0.9404503798426773, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.9353716260091492, ""ap"": 0.9416292943115206, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_v2agg_f1*.npz,complete,
CL0036,2026-09-24T22:16:40,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9419859636228406, ""ap"": 0.8963410431142079, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.9052738153926074, ""ap"": 0.908959616902393, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_v2agg_f1*.npz,complete,
CL0037,2026-09-24T22:16:40,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9447749377389236, ""ap"": 0.8798958450697699, ""prevalence"": 0.3305332824233168, ""n"": 7857}, ""forest"": {""roc_auc"": 0.9047376013124904, ""ap"": 0.8916719660878801, ""prevalence"": 0.5267222109327373, ""n"": 4921}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_v2agg_f1*.npz,complete,
CL0038,2026-09-24T22:16:47,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9727766782131655, ""ap"": 0.9707121808985963, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.932517147969581, ""ap"": 0.9716707471809889, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_cdr7_f2*.npz,complete,
CL0039,2026-09-24T22:16:47,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9138169676591005, ""ap"": 0.8769163252188081, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.8372400128327361, ""ap"": 0.8904705899700678, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_cdr7_f2*.npz,complete,
CL0040,2026-09-24T22:16:47,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9461910824953166, ""ap"": 0.947800412210062, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.908658915061445, ""ap"": 0.9586354458678116, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_cdr7_f2*.npz,complete,
CL0041,2026-09-24T22:17:09,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9740054291805467, ""ap"": 0.9728734186751339, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.9375702260941339, ""ap"": 0.9741158321236081, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__RF_v2agg_f2*.npz,complete,
