EXPERIMENT_ID,DATE,PURPOSE,REFERENCE_BASELINE,DATASET,FEATURE_VERSION,CODE_COMMIT,MODEL,ARCHITECTURE,HYPERPARAMETERS,SEED,TRAIN_SPLIT,VALIDATION_SPLIT,TEST_SPLIT,METRICS,RUNTIME,CHECKPOINT,OUTPUT,STATUS,NOTES
CL0151,2026-09-25T08:56:32,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,,,,"{""all"": {""roc_auc"": 0.968035180108956, ""ap"": 0.6708564177080311, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.8697249985944354, ""ap"": 0.6725388377804064, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",3411.1269290447235,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n300000_seed42*.npz,complete,
CL0152,2026-09-25T10:59:02,maxent_n,,FEATURE_TABLE_v2.parquet,v2_57,fb0d8aa,MaxEnt(elapid),,"{""feature_types"": [""linear"", ""hinge"", ""product""], ""beta_multiplier"": 4.0}",42,,,,"{""all"": {""roc_auc"": 0.9685398307156893, ""ap"": 0.6756184627901425, ""prevalence"": 0.06450969411911738, ""n"": 832154}, ""forest"": {""roc_auc"": 0.87172447186151, ""ap"": 0.6773031146931056, ""prevalence"": 0.22390196726939324, ""n"": 238859}}",7302.929088592529,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/maxent_n__MaxEnt_v2_n500000_seed42*.npz,complete,
CL0153,2026-09-25T11:13:17,B1hist_v2origin,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 0 (historical),,GroupKFold(3) fold 0 (historical),"{""all"": {""roc_auc"": 0.9458577378629924, ""ap"": 0.42149062170314666, ""prevalence"": 0.05000893930786688, ""n"": 1387132}}",154.06520771980286,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist_v2origin__RF_v1_histlabel_fold0*.npz,complete,
CL0154,2026-09-25T11:15:56,B1hist_v2origin,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 1 (historical),,GroupKFold(3) fold 1 (historical),"{""all"": {""roc_auc"": 0.9526675142567874, ""ap"": 0.5846870211401594, ""prevalence"": 0.09010477013802318, ""n"": 1386941}}",153.60759377479553,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist_v2origin__RF_v1_histlabel_fold1*.npz,complete,
CL0155,2026-09-25T11:18:27,B1hist_v2origin,,FEATURE_TABLE_v2.parquet,v1_57,fb0d8aa,RF,,null,42,GroupKFold(3) fold 2 (historical),,GroupKFold(3) fold 2 (historical),"{""all"": {""roc_auc"": 0.950802802853872, ""ap"": 0.5557885601273672, ""prevalence"": 0.05460598037688834, ""n"": 1386936}}",146.66769576072693,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/B1hist_v2origin__RF_v1_histlabel_fold2*.npz,complete,
CDR_A_nophys_s42,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,A_nophys_s42,see protocol,A_nophys_s42,"{""test_auc"": 0.9447639222736994, ""test_ap"": 0.9290896001016082, ""val_auc"": 0.9428044716977149, ""prevalence"": 0.42058563232421875}",103.51467204093933,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_nophys_s42.pt,results/cdr_pino/unified/pred_A_nophys_s42.npz,complete,
CDR_A_nophys_s43,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,A_nophys_s43,see protocol,A_nophys_s43,"{""test_auc"": 0.9468782711729699, ""test_ap"": 0.9342008117356139, ""val_auc"": 0.943530110649475, ""prevalence"": 0.42058563232421875}",97.19235253334045,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_nophys_s43.pt,results/cdr_pino/unified/pred_A_nophys_s43.npz,complete,
CDR_A_nophys_s44,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,A_nophys_s44,see protocol,A_nophys_s44,"{""test_auc"": 0.9433378322057883, ""test_ap"": 0.929677667758892, ""val_auc"": 0.9396527561904082, ""prevalence"": 0.42058563232421875}",85.30237555503845,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_nophys_s44.pt,results/cdr_pino/unified/pred_A_nophys_s44.npz,complete,
CDR_A_diff_s42,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,A_diff_s42,see protocol,A_diff_s42,"{""test_auc"": 0.9263695310834125, ""test_ap"": 0.9120553008196906, ""val_auc"": 0.9161846060437517, ""prevalence"": 0.42058563232421875}",134.00547695159912,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diff_s42.pt,results/cdr_pino/unified/pred_A_diff_s42.npz,complete,
CDR_A_diff_s43,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,A_diff_s43,see protocol,A_diff_s43,"{""test_auc"": 0.9273204933736534, ""test_ap"": 0.9146887539392047, ""val_auc"": 0.9165335024246205, ""prevalence"": 0.42058563232421875}",190.81641793251038,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diff_s43.pt,results/cdr_pino/unified/pred_A_diff_s43.npz,complete,
CDR_A_diff_s44,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,A_diff_s44,see protocol,A_diff_s44,"{""test_auc"": 0.9189819302020535, ""test_ap"": 0.9056642692282312, ""val_auc"": 0.9105014352617942, ""prevalence"": 0.42058563232421875}",134.80929589271545,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diff_s44.pt,results/cdr_pino/unified/pred_A_diff_s44.npz,complete,
CDR_A_diffadv_s42,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diffadv,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,A_diffadv_s42,see protocol,A_diffadv_s42,"{""test_auc"": 0.9387997864449055, ""test_ap"": 0.9197965844057779, ""val_auc"": 0.9300867709121248, ""prevalence"": 0.42058563232421875}",261.26002168655396,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diffadv_s42.pt,results/cdr_pino/unified/pred_A_diffadv_s42.npz,complete,
CDR_A_diffadv_s43,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diffadv,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,A_diffadv_s43,see protocol,A_diffadv_s43,"{""test_auc"": 0.9409247363676895, ""test_ap"": 0.9243532185157535, ""val_auc"": 0.9346491780459911, ""prevalence"": 0.42058563232421875}",442.398149728775,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diffadv_s43.pt,results/cdr_pino/unified/pred_A_diffadv_s43.npz,complete,
CDR_A_diffadv_s44,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diffadv,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,A_diffadv_s44,see protocol,A_diffadv_s44,"{""test_auc"": 0.9386237084924495, ""test_ap"": 0.92047495590526, ""val_auc"": 0.9327068607916181, ""prevalence"": 0.42058563232421875}",537.6714770793915,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_diffadv_s44.pt,results/cdr_pino/unified/pred_A_diffadv_s44.npz,complete,
CDR_A_full_s42,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/full,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,A_full_s42,see protocol,A_full_s42,"{""test_auc"": 0.9398620090009758, ""test_ap"": 0.9232822513258702, ""val_auc"": 0.9342731634800676, ""prevalence"": 0.42058563232421875}",185.6096270084381,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_full_s42.pt,results/cdr_pino/unified/pred_A_full_s42.npz,complete,
CDR_A_full_s43,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/full,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,A_full_s43,see protocol,A_full_s43,"{""test_auc"": 0.9394822904349286, ""test_ap"": 0.9196738667484374, ""val_auc"": 0.9339382811948311, ""prevalence"": 0.42058563232421875}",200.00955605506897,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_full_s43.pt,results/cdr_pino/unified/pred_A_full_s43.npz,complete,
CDR_A_full_s44,2026-09-24,CDR-PINO unified A,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/full,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,A_full_s44,see protocol,A_full_s44,"{""test_auc"": 0.9369366313218446, ""test_ap"": 0.9182036660458225, ""val_auc"": 0.9279566283760322, ""prevalence"": 0.42058563232421875}",281.5492765903473,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_A_full_s44.pt,results/cdr_pino/unified/pred_A_full_s44.npz,complete,
CDR_B1_f0_nophys_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f0_nophys_s42,see protocol,B1_f0_nophys_s42,"{""test_auc"": 0.7258430816879411, ""test_ap"": 0.676587970647903, ""val_auc"": 0.6812418246812249, ""prevalence"": 0.4031406342983246}",63.84309411048889,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f0_nophys_s42.pt,results/cdr_pino/unified/pred_B1_f0_nophys_s42.npz,complete,
CDR_B1_f1_nophys_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f1_nophys_s42,see protocol,B1_f1_nophys_s42,"{""test_auc"": 0.7186188802230125, ""test_ap"": 0.558299708265886, ""val_auc"": 0.7544614642032352, ""prevalence"": 0.33053329586982727}",38.6850962638855,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f1_nophys_s42.pt,results/cdr_pino/unified/pred_B1_f1_nophys_s42.npz,complete,
CDR_B1_f2_nophys_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f2_nophys_s42,see protocol,B1_f2_nophys_s42,"{""test_auc"": 0.7373280351586677, ""test_ap"": 0.7085419190346358, ""val_auc"": 0.6169254185692542, ""prevalence"": 0.4891173839569092}",124.664541721344,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f2_nophys_s42.pt,results/cdr_pino/unified/pred_B1_f2_nophys_s42.npz,complete,
CDR_B1_f0_nophys_s43,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,B1_f0_nophys_s43,see protocol,B1_f0_nophys_s43,"{""test_auc"": 0.7242279668325201, ""test_ap"": 0.6804829277935869, ""val_auc"": 0.6959723761595222, ""prevalence"": 0.4031406342983246}",46.120959997177124,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f0_nophys_s43.pt,results/cdr_pino/unified/pred_B1_f0_nophys_s43.npz,complete,
CDR_B1_f1_nophys_s43,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,B1_f1_nophys_s43,see protocol,B1_f1_nophys_s43,"{""test_auc"": 0.7296638341110172, ""test_ap"": 0.5718931064729031, ""val_auc"": 0.7701262796020637, ""prevalence"": 0.33053329586982727}",37.14377784729004,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f1_nophys_s43.pt,results/cdr_pino/unified/pred_B1_f1_nophys_s43.npz,complete,
CDR_B1_f2_nophys_s43,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,B1_f2_nophys_s43,see protocol,B1_f2_nophys_s43,"{""test_auc"": 0.7403983963053488, ""test_ap"": 0.7190626520320399, ""val_auc"": 0.6683149416539828, ""prevalence"": 0.4891173839569092}",139.26245284080505,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f2_nophys_s43.pt,results/cdr_pino/unified/pred_B1_f2_nophys_s43.npz,complete,
CDR_B1_f0_nophys_s44,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,B1_f0_nophys_s44,see protocol,B1_f0_nophys_s44,"{""test_auc"": 0.7107810762536624, ""test_ap"": 0.6340577548585862, ""val_auc"": 0.670108101428871, ""prevalence"": 0.4031406342983246}",56.227365493774414,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f0_nophys_s44.pt,results/cdr_pino/unified/pred_B1_f0_nophys_s44.npz,complete,
CDR_B1_f1_nophys_s44,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,B1_f1_nophys_s44,see protocol,B1_f1_nophys_s44,"{""test_auc"": 0.7267130031580751, ""test_ap"": 0.5704050200615406, ""val_auc"": 0.7616520115688906, ""prevalence"": 0.33053329586982727}",40.85358262062073,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f1_nophys_s44.pt,results/cdr_pino/unified/pred_B1_f1_nophys_s44.npz,complete,
CDR_B1_f2_nophys_s44,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/nophys,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",44,B1_f2_nophys_s44,see protocol,B1_f2_nophys_s44,"{""test_auc"": 0.6982794703651997, ""test_ap"": 0.6631228475266507, ""val_auc"": 0.5600665905631659, ""prevalence"": 0.4891173839569092}",156.71739530563354,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f2_nophys_s44.pt,results/cdr_pino/unified/pred_B1_f2_nophys_s44.npz,complete,
CDR_B1_f0_diff_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f0_diff_s42,see protocol,B1_f0_diff_s42,"{""test_auc"": 0.7346086352143033, ""test_ap"": 0.6990840956989133, ""val_auc"": 0.677688057294631, ""prevalence"": 0.4031406342983246}",109.43243432044983,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f0_diff_s42.pt,results/cdr_pino/unified/pred_B1_f0_diff_s42.npz,complete,
CDR_B1_f1_diff_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f1_diff_s42,see protocol,B1_f1_diff_s42,"{""test_auc"": 0.6569256937296765, ""test_ap"": 0.525615288843903, ""val_auc"": 0.7115539567052367, ""prevalence"": 0.33053329586982727}",105.34911441802979,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f1_diff_s42.pt,results/cdr_pino/unified/pred_B1_f1_diff_s42.npz,complete,
CDR_B1_f2_diff_s42,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",42,B1_f2_diff_s42,see protocol,B1_f2_diff_s42,"{""test_auc"": 0.5704122717975306, ""test_ap"": 0.5777206201082112, ""val_auc"": 0.6586707255200406, ""prevalence"": 0.4891173839569092}",260.0204758644104,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f2_diff_s42.pt,results/cdr_pino/unified/pred_B1_f2_diff_s42.npz,complete,
CDR_B1_f0_diff_s43,2026-09-24,CDR-PINO unified B1,,cdr_pinn_monthly_stacks.npz,7 CDR covariates,cd1d298,CDR-PINO/diff,"FNO2d width32 L4 modes16x16 + D/v/rho heads; 1,054,613 params","{""window"": 24, ""epochs"": 80, ""width"": 32, ""layers"": 4, ""modes"": 16, ""lr"": 0.001, ""weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""scheduler"": ""ReduceLROnPlateau(val BCE, factor .5, patience 2 checks)"", ""early_stop"": ""val AUC, check every 5 ep, patience 4 checks"", ""split_seed"": 42}",43,B1_f0_diff_s43,see protocol,B1_f0_diff_s43,"{""test_auc"": 0.6716134976538539, ""test_ap"": 0.6145480838574428, ""val_auc"": 0.6358581962875316, ""prevalence"": 0.4031406342983246}",108.68213725090027,D:\FOREST FIRE MAPPING(INDIA)\results\cdr_pino\unified\ckpt_B1_f0_diff_s43.pt,results/cdr_pino/unified/pred_B1_f0_diff_s43.npz,complete,
