cell,prob
9032,0.0014725088501515993
9033,0.0004008254118190724
9034,0.05400196689075343
9035,0.22131002009952938
9036,0.002424249085921648
9037,0.0030088381075172865
9038,1.5497203213254984e-05
9039,2.2981207085104316e-06
9040,4.795544973346111e-07
9041,8.6917624209093e-09
9042,8.450247312996595e-08
9043,1.7064330315452736e-07
9044,2.5726456187591396e-08
9045,1.2412652172777427e-07
9046,2.4066565608160673e-06
9047,0.0024662697575800197
9048,0.038498216814539354
10024,1.0
10025,1.0
10026,0.999999985926827
10027,1.0
10028,0.9596127241355848
10029,0.04968655638561381
10030,0.060071435653758165
10031,0.012959492802570471
10032,0.0403062801755939
10033,0.04964678128620281
10034,0.09305756430670864
10035,0.14788636108904396
10036,0.022066144906311647
10037,0.0007611208005579018
10038,0.00010643066190241246
10039,1.6455306279805626e-06
10040,2.873341075071423e-07
10041,3.009612137283568e-08
10042,9.49620937440443e-09
10043,3.0491476010752194e-09
10044,7.59348139922622e-12
10045,2.438105273228075e-11
10046,4.542072384872142e-09
10047,1.320040870722572e-06
11022,1.0
11023,1.0
11024,1.0
11025,1.0
11026,1.0
11027,1.0
11028,0.9999974121229782
11029,0.5694171342304715
11030,0.06021834665097947
11031,0.13327183253979813
11032,0.01508113997120586
11033,0.008651120406226509
11034,0.007125387302807318
11035,0.00403507433199457
11036,0.0010778498325073604
11037,0.0002042510052142621
11038,0.0006815938597822813
11039,7.082532318136714e-05
11040,3.51646681309159e-05
11041,8.863985534457441e-08
11042,8.668148421264732e-10
11043,1.3433510970273232e-09
11044,7.880451846631331e-11
11045,2.13941975246712e-10
11046,4.908528028479964e-10
12022,1.0
12023,1.0
12024,1.0
12025,1.0
12026,1.0
12027,1.0
12028,1.0
12029,0.9999999999981544
12030,0.1893828566270589
12031,0.20435351593511297
12032,0.024893619549928747
12033,0.0013043910858245855
12034,0.0003916950555682419
12035,0.00031598359582762914
12036,0.0008751438892610208
12037,0.003267343665233402
12038,0.002266792704892273
12039,0.00012638266966635836
12040,0.00018782407774220466
12041,3.3295188958226696e-05
12042,1.0960524710057484e-08
12043,2.5057811381401507e-10
12044,8.163182352305398e-10
12045,2.7420034021119477e-09
13022,1.0
13023,1.0
13024,1.0
13025,1.0
13026,0.9676465463082392
13027,1.0
13028,1.0
13029,1.0
13030,0.26099067668017817
13031,0.11306087756774852
13032,0.04526752655561661
13033,0.00789706706887694
13034,0.0020706031462973673
13035,0.012628834302790826
13036,0.002492394802802389
13037,0.00022244537954330124
13038,0.0005046329617940382
13039,0.003367231753369726
13040,6.808016627968261e-05
13041,5.386100202031674e-05
13042,4.502254231431024e-06
13043,5.6541806681131845e-08
13044,2.615788474713554e-09
13045,5.740905528739404e-10
14022,1.0
14023,1.0
14024,1.0
14025,1.0
14026,1.0
14027,1.0
14028,1.0
14029,1.0
14030,0.9997607384584525
14031,0.4027443704166932
14032,0.0248083764350302
14033,0.02256585023278912
14034,0.003117613947735687
14035,0.005787581240554562
14036,0.0034925963153950024
14037,4.651189199222916e-05
14038,0.00037376516573028873
14039,0.0011487136718042468
14040,0.00022912670431762816
14041,2.135256422031162e-05
14042,7.446795024401709e-06
14043,5.2327367772164735e-08
15022,1.0
15023,1.0
15024,1.0
15025,1.0
15026,1.0
15027,1.0
15028,1.0
15029,1.0
15030,1.0
15031,0.9999999998296767
15032,0.022199478423497454
15033,0.01888151891908929
15034,0.012578995456197228
15035,0.0009733513203212807
15036,0.003957369086964091
15037,0.0017390759838978864
15038,7.660994952896072e-05
15039,8.750957813186133e-05
15040,0.0009317614143725672
15041,0.000343550125225911
15042,1.369857067223812e-06
15043,7.387984598539177e-06
16022,1.0
16023,1.0
16024,1.0
16025,1.0
16026,1.0
16027,1.0
16028,1.0
16029,1.0
16030,1.0
16031,1.0
16032,1.0
16033,0.9999998566122605
16034,0.004934672435037091
16035,0.006612420607642555
16036,0.00020588926747444614
16037,0.0011273831412358382
16038,0.0001595848046037629
16039,1.1449531038820737e-05
16040,1.3280067849175126e-05
16041,2.4125535776131635e-05
16042,2.5206183788095693e-05
16043,4.349160065864055e-06
17023,1.0
17024,1.0
17025,1.0
17026,1.0
17027,1.0
17028,1.0
17029,1.0
17030,1.0
17031,1.0
17032,1.0
17033,1.0
17034,0.03295686999314762
17035,0.001899587441990036
17036,0.0037421292538495354
17037,0.0005288402602798836
17038,0.00042358796752961503
17039,1.1647650693946687e-05
17040,1.80647390485289e-05
17041,1.3026870379184707e-05
17042,9.861086514018069e-08
17043,5.790151068607585e-07
17044,3.4006904003902605e-07
18025,1.0
18026,1.0
18027,1.0
18028,1.0
18029,1.0
18030,1.0
18031,1.0
18032,1.0
18033,1.0
18034,0.9999320301594827
18035,0.004280339356765528
18036,0.014250417116667857
18037,0.036227276995131175
18038,0.0007223564615292943
18039,8.779599917407843e-05
18040,8.291018076977963e-06
18041,1.019278497382814e-06
18042,3.022952930198386e-07
18043,1.054946552336844e-08
18044,3.922786874221984e-07
18045,2.8818511577100026e-08
19027,0.9999304675348838
19028,1.0
19029,1.0
19030,1.0
19031,1.0
19032,1.0
19033,1.0
19034,1.0
19035,0.9695316268897737
19036,0.13959796523039336
19037,0.0236876101703255
19038,0.006674153395386795
19039,0.0006350979746470031
19040,4.315444368696575e-05
19041,1.6287384306812314e-06
19043,1.2501513357854321e-07
19044,3.281255402942662e-07
19045,6.977754398729274e-07
20029,0.7623578416282373
20030,1.0
20031,1.0
20032,1.0
20033,1.0
20034,1.0
20035,1.0
20036,1.0
20037,0.4039032131183108
20038,0.05478466356943368
20039,0.001517903637292095
20040,0.0005027005098149351
20041,1.876548084112084e-05
21029,0.16774650907236432
21030,0.517112736647038
21031,1.0
21032,1.0
21033,1.0
21034,1.0
21035,1.0
21036,1.0
21037,0.9999999999969695
21038,0.02386086152609901
21039,0.0014067333008798144
21040,0.0009595950288842081
21041,0.0005244389536386285
21042,7.10819093476811e-05
22027,0.08334933763747288
22028,0.18308021355824833
22029,0.33656474907496714
22030,0.35729978013631825
22031,1.0
22032,1.0
22033,1.0
22034,1.0
22035,1.0
22036,1.0
22037,1.0
22038,0.9832402241864827
22039,0.00412852913318551
22040,0.004572342758165204
22041,0.006107918585349537
22042,0.00204725650524451
23026,0.06209378755176098
23027,0.10410398548780431
23028,0.0594191396624838
23029,0.0643783071530043
23030,0.3442880010990429
23031,0.9999988173073278
23032,1.0
23033,1.0
23034,1.0
23035,1.0
23036,1.0
23037,1.0
23038,1.0
23039,1.0
23040,0.9999999999827861
23041,0.7930680474454893
23042,0.039725122907043
24026,0.012769897085140758
24027,0.017572676396035103
24028,0.02519878702694134
24029,0.03375005400507991
24030,0.02540551585607509
24031,0.04202644509869491
24032,0.9991924829073815
24033,1.0
24034,1.0
24035,1.0
24036,1.0
24037,1.0
24038,1.0
24039,1.0
24040,1.0
24041,0.9998525505104239
24042,0.016976232302494232
24044,0.00041279223212142835
25026,0.0063564637865638485
25027,0.01737271090973147
25028,0.009640140483448967
25029,0.013077687976312924
25030,0.011900528070681649
25031,0.023927196050033572
25032,0.045206611017007625
25033,0.9890321040906586
25034,1.0
25035,1.0
25036,1.0
25037,1.0
25038,1.0
25039,1.0
25040,1.0
25041,1.0
25042,0.9472366959312214
25043,0.9999999999731786
25044,0.0010131559172150695
26026,0.01695095901015231
26027,0.04233212079503346
26028,0.026857488977351074
26029,0.014332372778009805
26030,0.01464291563172071
26031,0.02243040782981609
26032,0.04434664307635883
26033,0.17741375591184205
26034,0.999999708685483
26035,1.0
26036,1.0
26037,1.0
26038,1.0
26039,1.0
26040,1.0
26041,1.0
26042,1.0
26043,0.9999997236624115
26044,0.005978786655772006
26045,0.013734511448920128
26046,0.0042796382427581214
26047,0.0001579154479610656
27025,0.011755468204772579
27026,0.01666007638845879
27027,0.01179831622740457
27028,0.020966310730865412
27029,0.04357453460420191
27030,0.06882607917325201
27031,0.02397320521897639
27032,0.053641823844139846
27033,0.03148937948484798
27034,0.09304283999745477
27035,0.8138789638555362
27036,1.0
27037,1.0
27038,1.0
27039,1.0
27040,1.0
27041,1.0
27042,1.0
27043,1.0
27044,1.0
27045,1.0
27046,1.0
27047,0.9999999930714218
27048,0.0006187643456017078
28024,0.006039220593867745
28025,0.008906782871696106
28026,0.007992714056670347
28027,0.007817507321927986
28028,0.008259064493110535
28029,0.013886638535397067
28030,0.020847373028162752
28031,0.019954834797335508
28032,0.028471532267367317
28033,0.013504144781401384
28034,0.02026773787015068
28035,0.13129896265079766
28036,0.35557990680126406
28037,1.0
28038,1.0
28039,1.0
28040,1.0
28041,1.0
28042,1.0
28043,1.0
28044,1.0
28045,1.0
28046,1.0
28047,0.030060352911930432
28048,0.4201427403637761
28049,0.042758397430937345
28050,0.0385920688268927
29023,0.002860196687193617
29024,0.004161685883345534
29025,0.003390383563810828
29026,0.004178138807262477
29027,0.0035410889330697026
29028,0.005940599295108262
29029,0.020323378146664628
29030,0.013795405124979787
29031,0.01176108142077259
29032,0.01952874343402078
29033,0.02094161252190152
29034,0.018241802883840585
29035,0.02231825478927807
29036,0.05539132287695714
29037,0.10619702820028853
29038,0.4096754599555853
29039,1.0
29040,1.0
29041,1.0
29042,1.0
29043,1.0
29044,1.0
29045,1.0
29046,1.0
29047,1.0
29048,1.0
29049,1.0
29050,1.0
30022,0.001522309557345558
30023,0.002211672491698513
30024,0.000795115651517686
30025,0.002186036974954786
30026,0.003186438364550903
30027,0.004859240638309004
30028,0.010727052423365135
30029,0.018888184582959378
30030,0.011339397159857989
30031,0.007602916155229789
30032,0.010305778879744598
30033,0.007536199835562418
30034,0.005886029620432165
30035,0.007164643259437886
30036,0.021759264399881517
30037,0.13120978693824836
30038,0.22285397708923926
30039,0.1581331322201711
30040,0.9999889640030186
30041,1.0
30042,1.0
30043,1.0
30044,1.0
30045,1.0
30046,1.0
30047,1.0
30048,1.0
30049,1.0
31021,0.00025593936155832164
31022,0.0008454878438904911
31023,0.0004708247344124006
31024,0.001831740307002394
31025,0.001929544699317609
31026,0.003449870111895126
31027,0.004968881518477519
31028,0.00426969477285899
31029,0.007994917887877762
31030,0.0067315446524714995
31031,0.005003726528920449
31032,0.004786637882577605
31033,0.005305162903240346
31034,0.0061713299489805085
31035,0.005541773735801225
31036,0.016590770602803673
31037,0.03252768564567243
31038,0.057511744458720315
31039,0.09598452922016043
31040,0.058349403317886295
31041,0.26070818752120695
31042,1.0
31043,1.0
31044,1.0
31045,1.0
31046,1.0
31047,1.0
31048,1.0
31049,1.0
32021,0.0003512901950943892
32022,0.0006658174160081298
32023,0.0007722166080063042
32024,0.0013861022035078774
32025,0.002439311082078177
32026,0.001575035042749695
32027,0.0024377511571980204
32028,0.006519801376924095
32029,0.005109980297235528
32030,0.005010139451443352
32031,0.0039547462771596376
32032,0.006226415327839407
32033,0.004581909504680737
32034,0.005067559625202223
32035,0.008938327294128023
32036,0.030627039263407263
32037,0.026063265897302013
32038,0.042974355780695306
32039,0.08904345594034102
32040,0.03950856623795462
32041,0.17461327929364523
32042,0.1774162798599488
32043,1.0
32044,1.0
32045,1.0
32046,1.0
32047,1.0
32048,1.0
33020,0.00037649638321868295
33021,0.0001836913985905353
33022,5.5252974479502726e-05
33023,2.5047941835998344e-05
33024,1.809822034370967e-05
33025,0.00014422600245433959
33026,5.5177333532108186e-05
33027,5.92351651405032e-05
33028,0.00027017872144352584
33029,0.00043090746613883013
33030,0.003184405149885716
33031,0.0031810274090338098
33032,0.0017957894869871094
33033,0.002029066665974355
33034,0.00259699139507219
33035,0.011128289459201968
33036,0.029023484988482284
33037,0.02293769620128805
33038,0.04118136601393918
33039,0.10846618746439496
33040,0.052682312126679065
33041,0.12219261177600826
33042,0.08198811348630142
33043,0.12209691356939256
33044,0.20836326072912414
33045,1.0
33046,1.0
33047,1.0
33048,1.0
33105,0.02246553602572887
33106,0.04107216677486025
33107,1.0
33110,0.9999999995191567
33111,1.0
33112,0.9978265351048237
34018,0.0002051323423217788
34019,7.450302608025261e-05
34020,2.572639101316998e-05
34021,1.2452780921434758e-05
34022,1.903796201863095e-05
34023,4.136048439518092e-06
34024,1.118343869210836e-05
34025,2.9409450517769997e-05
34026,5.7873593922286304e-05
34027,6.64128485076132e-05
34028,6.287336226173945e-05
34029,3.962696470205529e-05
34030,0.00042777211886091404
34031,0.0009838703714043495
34032,0.0016888952432801974
34033,0.0016105139609364771
34034,0.001729157034167761
34035,0.006285587920635383
34036,0.025779020274149578
34037,0.03726129900661612
34038,0.020859134519757183
34039,0.05862605552713396
34040,0.03497956863976892
34041,0.1390001634247724
34042,0.0558830042023819
34043,0.07081806583230066
34044,0.15266965179227343
34045,0.1841059365220501
34046,0.370156074126482
34047,0.7297376517841562
34104,0.8401849444115441
34105,0.21579028969816672
34106,1.0
34107,1.0
34108,0.8165864194072764
34109,0.04402110474958154
34110,0.666030473719414
34111,1.0
34112,1.0
34113,0.15622222603840208
35017,7.538957180752703e-07
35018,3.0218674421655933e-06
35019,5.915482263030292e-06
35020,1.116410291102099e-05
35021,3.643475920300787e-06
35022,7.221410060376243e-06
35023,6.511066885983574e-06
35024,0.00010805038354000374
35025,2.407685904981527e-06
35026,1.946213546988318e-07
35027,1.718992085342208e-07
35028,1.0826676470898633e-06
35029,6.968742810942175e-05
35030,0.0004991526824763559
35031,0.0014884269488241175
35032,0.0033028218678706756
35033,0.0059383412096194466
35034,0.004321304101769341
35035,0.008524303870159788
35036,0.07218666272352225
35037,0.05799745480856122
35038,0.02120021015736595
35039,0.033758916636697056
35040,0.03621785993826576
35041,0.12442077503884519
35042,0.08725309278423876
35043,0.08595808420193929
35044,0.09683424735774293
35045,0.10764233721144201
35046,0.12709254129551906
35047,0.36718758699775544
35048,0.9658087372957266
35049,0.29645450814095076
35050,1.0
35102,0.01763819695225599
35103,0.15395682274077716
35104,0.42463866249809235
35105,1.0
35106,1.0
35107,1.0
35108,1.0
35109,0.9997972774435112
35110,0.9934516003865802
35111,1.0
35112,1.0
35113,0.8365384412036472
36017,5.873641443221445e-07
36018,2.0695165676709593e-06
36019,9.39002768629571e-06
36020,2.124468373110311e-06
36021,5.574009476205788e-07
36022,2.000175782668201e-06
36023,4.1195443067909565e-06
36024,1.986834749279076e-06
36025,2.7178855821485826e-07
36026,2.5776045520231605e-08
36027,5.7007380482865244e-08
36028,1.1061851674654122e-06
36029,0.0004919177593100121
36030,0.0008390920208410924
36031,0.0015407536046292414
36032,0.006426972975282719
36033,0.004647311656261199
36034,0.007086881797849887
36035,0.05378412170131852
36036,0.21978323631596386
36037,0.0309481784466753
36038,0.010533208654997739
36039,0.018703429338211564
36040,0.07009172285782606
36041,0.025895234452107285
36042,0.10479057083312548
36043,0.09078967666504889
36044,0.08218647816786406
36045,0.05800926072995949
36046,0.09410776422594946
36047,0.14936415580988216
36048,0.9531876151905613
36049,0.9418007713873393
36050,0.33305427055952586
36051,0.9999999598537354
36052,0.8321206892192292
36101,0.9999949628121421
36102,1.0
36103,1.0
36104,1.0
36105,1.0
36106,1.0
36107,1.0
36108,1.0
36109,1.0
36110,1.0
36111,1.0
36112,1.0
36113,0.7749501868712976
36114,1.0
37016,8.074385187128996e-07
37017,1.6240382826326893e-06
37018,4.66833298062852e-06
37019,9.208414556427513e-07
37020,5.117448000913072e-07
37021,2.71238239102356e-06
37022,2.633875555335674e-05
37023,3.977514130615312e-06
37024,2.534749105054246e-07
37025,3.365920304698733e-07
37026,5.617938780844156e-08
37027,9.86018438009495e-08
37028,1.0673167523678195e-05
37029,0.0010612452740998979
37030,0.0019463953907922216
37031,0.0019723352842275776
37032,0.002052316597335513
37033,0.05960563341222935
37034,0.003079064357272343
37035,0.3636839585998395
37036,0.029105671765059293
37037,0.03027821562314381
37038,0.029364169855584654
37039,0.024999279034131794
37040,0.04013926355888975
37041,0.03964162116656622
37042,0.03889717568626161
37043,0.156846951713574
37044,0.06118387288008187
37045,0.060408933581759805
37046,0.07146873739567061
37047,0.07817346808655168
37048,0.3397561094426914
37049,0.38574098513827326
37050,0.2779194872852069
37051,0.19147577133875238
37052,0.30395450398601287
37053,0.8758214558789693
37099,0.13728270454037272
37100,0.9997067375381515
37101,1.0
37102,1.0
37103,1.0
37104,1.0
37105,1.0
37106,1.0
37107,1.0
37108,1.0
37109,1.0
37110,1.0
37111,1.0
37112,1.0
37113,1.0
37114,1.0
37115,0.9999990139135833
37116,0.14400950157361891
38009,8.666589168537797e-08
38010,2.7174052342759936e-06
38014,1.0783538270331405e-05
38015,1.677740755434698e-06
38016,8.361192742611934e-07
38017,3.0589054369478674e-06
38018,4.650051418364498e-07
38019,1.8904462432134395e-06
38020,3.5156338984432267e-06
38021,6.288144913546567e-06
38022,1.2276306942893278e-05
38023,3.0881662440362945e-05
38024,5.147973169972175e-07
38025,3.74001889458242e-08
38026,4.1402871464590874e-08
38027,7.981021460379267e-07
38028,0.00248120410726127
38029,0.10658189784088867
38030,0.1468245611161454
38031,0.22826762748459595
38032,0.006033159707701574
38033,0.012805758260080569
38034,0.06115998937247691
38035,0.9567013452885489
38036,0.12179856831604507
38037,0.024761715313948884
38038,0.026363430544577904
38039,0.03642117152364688
38040,0.031810989689418534
38041,0.07866947151796255
38042,0.04929693923582623
38043,0.02297135027766395
38044,0.052998952685661016
38045,0.06602143789266024
38046,0.08530125535413546
38047,0.06063683175768608
38048,0.13621941191859255
38049,0.19691405757808245
38050,0.12674388793929758
38051,0.08521587608125214
38052,0.09117620551041417
38053,0.1696589577390457
38054,0.4379465263214606
38055,0.8172895049582316
38056,0.9999999999999915
38081,0.5037748984432375
38082,0.7303773428768428
38098,0.42473318314737896
38099,0.6580167972330297
38100,1.0
38101,1.0
38102,1.0
38103,1.0
38104,1.0
38105,1.0
38106,1.0
38107,1.0
38108,1.0
38109,1.0
38110,1.0
38111,1.0
38112,1.0
38113,1.0
38114,1.0
38115,1.0
38116,0.9999985022715636
39008,1.7676180408265907e-07
39009,1.2811860772288242e-07
39010,2.3568560736375588e-07
39011,9.287871449714658e-08
39012,6.250060095025489e-07
39013,1.1948221529944902e-06
39014,1.9384199190231044e-07
39015,1.2478711548524757e-06
39016,2.280660598152906e-07
39017,1.4876393683582734e-07
39018,6.047142981913112e-07
39019,3.4279022620431476e-08
39020,5.41850808666311e-09
39021,1.2580192998434825e-08
39022,7.329639395425858e-08
39023,1.8139142787809703e-07
39024,3.4823831652763815e-06
39025,7.650279865156762e-08
39026,1.867568919511342e-07
39027,0.0006787629876978674
39028,0.33970900622796485
39029,0.9999941540627966
39030,0.004241417173983741
39031,0.7357904045085395
39032,0.14020563568455147
39033,1.0
39034,0.9999999993247897
39035,0.3032692285694427
39036,0.021505482586579916
39037,0.023050801572625845
39038,0.00832141495450589
39039,0.04058386129193847
39040,0.04760026859327471
39041,0.0482161356119829
39042,0.03113517964573953
39043,0.05809073143822252
39044,0.04155266435377447
39045,0.03932660332437432
39046,0.07142250584366494
39047,0.09450248124653415
39048,0.09685012570521312
39049,0.14644357848765321
39050,0.08732481362866429
39051,0.09908290399263342
39052,0.10689748728913273
39053,0.055455381730010966
39054,0.1751826319827977
39055,0.2600934219414208
39056,0.2202965936753365
39057,0.6715395430593154
39058,0.8898673493564182
39080,0.025454447293538074
39081,0.6655634126271839
39082,1.0
39094,1.0
39095,0.9201331381528857
39096,0.9996783354847621
39097,0.1442540145464759
39098,1.0
39099,1.0
39100,1.0
39101,1.0
39102,1.0
39103,1.0
39104,1.0
39105,1.0
39106,1.0
39107,0.9983058913064924
39108,0.20625281886372848
39109,0.999999999999653
39110,1.0
39111,1.0
39112,1.0
39113,1.0
39114,1.0
39115,0.6726439062646382
40007,4.4693245504490164e-07
40008,5.5853950242656936e-08
40009,8.977716737801344e-07
40010,4.686584794688642e-07
40011,2.560368927984058e-07
40012,4.915284014250787e-07
40013,5.504140607737185e-07
40014,2.741568929653937e-07
40015,3.9804055873560173e-07
40016,1.3009319277390574e-07
40017,8.230969339440009e-08
40018,3.538474554476423e-07
40019,4.3668110238925806e-09
40020,1.0984327891705448e-09
40021,1.6126643354041903e-09
40022,1.0027728647443723e-09
40023,3.43779715805681e-09
40024,1.4511291501762003e-08
40025,3.4267555260036886e-07
40026,3.5272365381811e-06
40027,0.020568640292982443
40028,0.09891307853507281
40029,0.012841808279175138
40030,0.006049852473452799
40031,0.025449707352906414
40032,0.9999999999291421
40033,1.0
40034,0.9821051209641453
40035,0.06503342075186014
40036,0.0499464947508097
40037,0.0067702636510735825
40038,0.027777452472635078
40039,0.07733939307188764
40040,0.12190324212881687
40041,0.03664324512830841
40042,0.03931231504056765
40043,0.03680751776121549
40044,0.05887095966860967
40045,0.06852270538868865
40046,0.052773643755996025
40047,0.1334097645964275
40048,0.09579170929107184
40049,0.16187503911228618
40050,0.15228213067987373
40051,0.12902967630796636
40052,0.11532845530093694
40053,0.04401240648041538
40054,0.09575251166538967
40055,0.13285751071921037
40056,0.20179082144328475
40057,0.14831679210300208
40058,0.3234763743234911
40059,0.29867754380512856
40060,0.36761220843206033
40061,0.5149710560262004
40062,0.9966404601153562
40063,0.8811989651079449
40064,1.0
40065,1.0
40080,1.0
40081,1.0
40082,1.0
40096,1.0
40097,1.0
40098,1.0
40099,1.0
40100,1.0
40101,1.0
40102,1.0
40103,1.0
40104,1.0
40105,1.0
40106,0.949642586642592
40107,0.17896544797736924
40108,1.0
40109,1.0
40110,1.0
40111,1.0
40112,1.0
40113,1.0
40114,1.0
40115,1.0
41006,2.9007651836110426e-10
41007,8.204438706194139e-08
41008,4.7301773375973966e-07
41009,2.1540785188900458e-07
41010,9.31184408470287e-08
41011,6.728758727980733e-08
41012,7.766133669484532e-08
41013,8.217208956606825e-07
41014,1.750674643807848e-06
41015,2.414707960252116e-07
41016,1.6661131932993456e-06
41017,3.0715421361904305e-06
41018,2.002678124335411e-06
41019,3.254860470036647e-08
41020,2.7203584274104742e-08
41021,2.1273004802147e-08
41022,2.347609895370084e-08
41023,3.084368954686667e-07
41024,1.1047900730920546e-06
41025,2.787529297387792e-07
41026,0.00016306170278257426
41027,0.007867521749690853
41028,0.00055576494737275
41029,0.0003765255966843295
41030,0.045227939679682416
41031,0.19369969459489456
41032,0.7667774829600389
41033,0.9532357557324636
41034,0.07201659453344178
41035,0.021529664331585985
41036,0.017335216962178546
41037,0.007567412556221398
41038,0.02302907575216906
41039,0.1530417022329157
41040,0.058919318711134094
41041,0.035643473203472276
41042,0.06066766142651314
41043,0.026693231354032565
41044,0.023339704228256708
41045,0.07399195594460994
41046,0.06632384984565642
41047,0.04938447183941552
41048,0.14180497166206607
41049,0.11925759990205786
41050,0.1785188137873125
41051,0.1512144481393336
41052,0.07820765742881286
41053,0.04044889063988644
41054,0.045409150936285836
41055,0.08189935889722133
41056,0.13218576780347158
41057,0.21985953327252983
41058,0.1821765395228493
41059,0.19939633791873346
41060,0.15657151369422329
41061,0.5384132668786592
41062,0.29059255472160284
41063,0.14910811837828275
41064,0.08559626396913245
41065,0.1523429074763104
41066,0.2288859843711547
41080,1.0
41081,1.0
41082,1.0
41096,1.0
41097,1.0
41098,1.0
41099,1.0
41100,1.0
41101,1.0
41102,1.0
41103,1.0
41104,1.0
41105,0.9999999999594883
41106,0.7107993143366002
41107,1.0
41108,1.0
41109,1.0
41110,1.0
41111,1.0
42006,8.118949956781307e-12
42007,3.44392851792108e-07
42008,1.277188303228094e-06
42009,1.7566583254691182e-07
42010,6.418965836640922e-08
42011,5.034656616054178e-07
42012,1.209951906444573e-07
42013,6.124848395128168e-08
42014,4.2672267053234236e-08
42015,1.203035023822352e-07
42016,1.3645409600027136e-06
42017,2.604548432594278e-06
42018,3.637180462257028e-06
42019,1.2532441246548842e-05
42020,4.168656400083126e-05
42021,2.6620671915722482e-06
42022,4.861406319389694e-06
42023,1.4491414767170419e-05
42024,7.307576436632601e-06
42025,0.0003132857722749627
42026,0.030538686175469287
42027,6.629054762630204e-05
42028,3.788907446644618e-05
42029,0.00020912604014389213
42030,0.0025334812873947232
42031,0.021530869277989084
42032,0.0074705231602794075
42033,0.0005080303095128524
42034,0.17231892928183
42035,0.04820196273078026
42036,0.11706600322501148
42037,0.028106519538932506
42038,0.011047430020354243
42039,0.0226470956228374
42040,0.04093313281665634
42041,0.12566851509813526
42042,0.09748377851901535
42043,0.0491298422928641
42044,0.04955220752866263
42045,0.057503826792061896
42046,0.0719862696171546
42047,0.08313226170931032
42048,0.07277874104181059
42049,0.13766371415994394
42050,0.11415257896258979
42051,0.10605911359383902
42052,0.06199627773998451
42053,0.08463683902869479
