track,cdr,classical,delong_auc1,delong_auc2,delong_diff,delong_se,delong_ci95,delong_z,delong_p
B3,B3_nophys_s42,RF_monthly_cdr7,0.905093377741632,0.9024639211119744,0.0026294566296578,0.000492811087445,"[0.0016635468982655623, 0.0035953663610501494]",5.335627985340449,9.521443982573172e-08
B3,B3_nophys_s43,RF_monthly_cdr7,0.904303314574322,0.9024639211119744,0.0018393934623478,0.0004960763829194,"[0.000867083751825764, 0.002811703172869934]",3.707883555195549,0.0002089987155827
B3,B3_nophys_s44,RF_monthly_cdr7,0.903668966325184,0.9024639211119744,0.0012050452132097,0.000512095757324,"[0.00020133752885468032, 0.0022087528975648064]",2.3531638291767583,0.0186144307968976
B3,B3_diff_s42,RF_monthly_cdr7,0.8854173707622436,0.9024639211119744,-0.0170465503497306,0.0006642928087099,"[-0.01834856425480224, -0.015744536444659125]",-25.661199588829174,3.1707620979550302e-145
B3,B3_diff_s43,RF_monthly_cdr7,0.891989736932197,0.9024639211119744,-0.0104741841797773,0.0006087774305045,"[-0.011667387943566284, -0.00928098041598832]",-17.205276764442175,2.424158179676312e-66
B3,B3_diff_s44,RF_monthly_cdr7,0.879161716048418,0.9024639211119744,-0.0233022050635562,0.0007165391765279,"[-0.024706621849551094, -0.02189778827756149]",-32.52048991440873,5.4739715193344585e-232
B3,B3_diffadv_s42,RF_monthly_cdr7,0.8946137717790393,0.9024639211119744,-0.0078501493329349,0.0005739133632062,"[-0.008975019524819128, -0.006725279141050733]",-13.678282884160955,1.3688713629719818e-42
B3,B3_diffadv_s43,RF_monthly_cdr7,0.8948200342275061,0.9024639211119744,-0.0076438868844681,0.0005715162147442,"[-0.008764058665366921, -0.006523715103569387]",-13.374750684700157,8.493801875380582e-41
B3,B3_diffadv_s44,RF_monthly_cdr7,0.8929415890987705,0.9024639211119744,-0.0095223320132037,0.0005838675255405,"[-0.010666712363263121, -0.008377951663144355]",-16.309062581257052,8.508853779377893e-60
B3,B3_full_s42,RF_monthly_cdr7,0.8952036319473489,0.9024639211119744,-0.0072602891646254,0.0005640155900062,"[-0.008365759721037735, -0.0061548186082130635]",-12.872497309062648,6.428936599618231e-38
